campus_name,slno,address,university,district,category,type,location,th_campus
"Chinmaya Institute of Technology, Govindagiri",588,"Chinmaya Institute of Technology, Govindagiri, Chala, Kannur, 670007",Kannur University,Kannur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Chinmaya%20Institute%20of%20Technology%2C%20Govindagiri%2C%20Chala%2C%20Kannur%2C%20670007,False
"Don Bosco College, Angadikadavu",589,"Don Bosco College, Angadikadavu, Iritty, Kannur 670 706",Kannur University,Kannur,Engineering/Technical College,Unaided,https://maps.app.goo.gl/sFTXDvJLxhWxoCFS9,False
"Vimal Jyothi Institute of Management and Research, Chemperi",590,"Vimal Jyothi Institute of Management and Research, Chemperi, Kannur",Kannur University,Kannur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Vimal%20Jyothi%20Institute%20of%20Management%20and%20Research%2C%20Chemperi%2C%20Kannur,False
"AWH Al-Badar Special College, Payyannur",591,"AWH Al-Badar Special College, Near New Bus stand, Payyannur, Kannur 670 307",Kannur University,Kannur,Engineering/Technical College,Unaided,https://maps.app.goo.gl/ofpghMMQa3cGTUya8,False
"Government Ayurveda College, Pariyaram",592,"Government Ayurveda College, Medical College PO, Pariyaram, Kannur 670 503",Kerala University of Health Sciences,Kannur,Ayurveda College,Aided,https://maps.app.goo.gl/4BoaGYT5mdMdnsMM6,False
"MVR Ayurveda Medical College, Parassinikadavu",593,"MVR Ayurveda Medical College, Parassinikadavu, Kannur-670 563",Kerala University of Health Sciences,Kannur,Ayurveda College,Unaided,https://www.google.com/maps/search/?api=1&query=MVR%20Ayurveda%20Medical%20College%2C%20Parassinikadavu%2C%20Kannur-670%20563,False
"Academy of Medical Sciences, Pariyaram",594,"Academy of Medical Sciences, Pariyaram, Medical College PO, Kannur-670 502",Kerala University of Health Sciences,Kannur,Medical College,Unaided,https://www.google.com/maps/search/?api=1&query=Academy%20of%20Medical%20Sciences%2C%20Pariyaram%2C%20Medical%20College%20PO%2C%20Kannur-670%20502,False
"Kannur Medical College, Anjarakandy",595,"Kannur Medical College, Anjarakandy, Post Mamba, Kannur 670 611",Kerala University of Health Sciences,Kannur,Medical College,Unaided,https://maps.app.goo.gl/sPGsEbaHESvHagpY7,False
"Pariyaram Dental College, Pariyaram",596,"Pariyaram Dental College, ACME, Pariyaram, Kannur 670 503",Kerala University of Health Sciences,Kannur,Dental College,Unaided,https://maps.app.goo.gl/uMEq298yq8sV4YfLA,False
"Kannur Dental College, Anjarakandy",597,"Kannur Dental College, Anjarakandy, PO Mamba, Kannur 670 612",Kerala University of Health Sciences,Kannur,Dental College,Unaided,https://maps.app.goo.gl/KTHPBBWQrA6vkKV57,False
"Crescent College of Pharmaceutical Sciences, Madayipara",598,"Crescent College of Pharmaceutical Sciences, Madayipara, Payangadi RS Kannur-670 358",Kerala University of Health Sciences,Kannur,Pharmacy College,Unaided,https://maps.app.goo.gl/CtyQMnhfXyXzrLZ7A,False
"Academy of Pharmaceutical Sciences, Pariyaram",599,"Academy of Pharmaceutical Sciences, Pariyaram Medical Colege PO, Pariyaram, Kannur 670 503",Kerala University of Health Sciences,Kannur,Pharmacy College,Unaided,https://www.google.com/maps/search/?api=1&query=Academy%20of%20Pharmaceutical%20Sciences%2C%20Pariyaram%20Medical%20Colege%20PO%2C%20Pariyaram%2C%20Kannur%20670%20503,False
"College of Nursing, Pariyaram",600,"College of Nursing, Academy of Medical Sciences, Pariyaram Medical College PO, Pariyaram, Kannur 670503",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=College%20of%20Nursing%2C%20Academy%20of%20Medical%20Sciences%2C%20Pariyaram%20Medical%20College%20PO%2C%20Pariyaram%2C%20Kannur%20670503,False
"Koyili College of Nursing, Kannadiparamba",601,"Koyili College of Nursing, Kannadiparamba PO, Kannur-670 604",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://maps.app.goo.gl/rB5MezqdTg1ZJ9US6,False
"Canossa College of Nursing, Cherukunnu",602,"Canossa College of Nursing, St. martin De Porres Hospital, Cherukunnu, Kannur-670 301",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://maps.app.goo.gl/VzGYo4WfTBdJ9KBb9,False
"College of Nursing Kannur Medical College, Anjarakandy",603,"College of Nursing Kannur Medical College, Anjarakandy, Post Mamba, Kannur-670 611",Kerala University of Health Sciences,Kannur,Nursing College,Aided,https://maps.app.goo.gl/jmdyJGzHgQA9Kpc77,False
"Lourde College of Nursing, Taliparamba",604,"Lourde College of Nursing, Ariyil PO, Taliparamba, Kannur 670 143",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://maps.app.goo.gl/tcE1hVu2keuzH9cZ9,False
"AKG Memorial Co-operative College of Nursing, Mavilayi",605,"AKG Memorial Co-operative College of Nursing, Nr. Gurukkanmarkkavu, Mavilayi PO, Kannur 670 622",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://maps.app.goo.gl/6FpEggzfNSqtWTqv8,False
"College of Nursing, Nettoor",606,"College of Nursing, Nettoor PO, Thalassery, Kannur 670 105",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=College%20of%20Nursing%2C%20Nettoor%20PO%2C%20Thalassery%2C%20Kannur%20670%20105,False
"Crescent College of Nursing, Payangadi",607,"Crescent College of Nursing, Ramapuram PO, Payangadi, Kannur 670 303",Kerala University of Health Sciences,Kannur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=Crescent%20College%20of%20Nursing%2C%20Ramapuram%20PO%2C%20Payangadi%2C%20Kannur%20670%20303,False
"Government Brennen College of Teacher Education, Thalassery",608,"Government Brennen College of Teacher Education, Thalassery, Kannur-670 101",Kannur University,Kannur,Training College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Brennen%20College%20of%20Teacher%20Education%2C%20Thalassery%2C%20Kannur-670%20101,False
"PKM College of Education, Kaithapram",609,"PKM College of Education, Kaithapram PO, Madampam, Kannur-670 631",Kannur University,Kannur,Training College,Aided,https://maps.app.goo.gl/qWFZ6snax15xgyU19,False
"Keyi Sahib Training College, Karimbam",610,"Keyi Sahib Training College, Karimbam, Taliparamba, Kannur-670 142",Kannur University,Kannur,Training College,Aided,https://www.google.com/maps/search/?api=1&query=Keyi%20Sahib%20Training%20College%2C%20Karimbam%2C%20Taliparamba%2C%20Kannur-670%20142,False
"Crescent BEd college, Madayipara",611,"Crescent BEd college, Madayipara, PO Payangadi RS, Kannur-670 358",Kannur University,Kannur,Training College,Unaided,https://maps.app.goo.gl/JoHJLmVME3NHwiVV8,False
"SUM College of Teacher Education, Mamba",612,"SUM College of Teacher Education, Muzhappala PO, Mamba, Kannur-670 611",Kannur University,Kannur,Training College,Unaided,https://maps.app.goo.gl/qqJL28uAigoeM2HM9,False
"Malabar BEd Training College, Peravoor",613,"Malabar BEd Training College, Peravoor, 670 673, Kannur",Kannur University,Kannur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Malabar%20BEd%20Training%20College%2C%20Peravoor%2C%20670%20673%2C%20Kannur,False
"Rajeev Memorial College of Teacher Education, Mattanur",614,"Rajeev Memorial College of Teacher Education, Mattanur, Kannur 670 702",Kannur University,Kannur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Rajeev%20Memorial%20College%20of%20Teacher%20Education%2C%20Mattanur%2C%20Kannur%20670%20702,False
"Kannur Salafi BEd College, Chekkikulam",615,"Kannur Salafi BEd College, Chekkikulam, Kannur 670 592",Kannur University,Kannur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Kannur%20Salafi%20BEd%20College%2C%20Chekkikulam%2C%20Kannur%20670%20592,False
"Jaybees Training College of BEd, Kuttoor",616,"Jaybees Training College of BEd, Kuttoor, PO Mathamangalam, Kannur 670 307",Kannur University,Kannur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Jaybees%20Training%20College%20of%20BEd%2C%20Kuttoor%2C%20PO%20Mathamangalam%2C%20Kannur%20670%20307,False
"MECF College of Teacher Education, Peringathur",617,"MECF College of Teacher Education, Peringathur, Kannur   670 675",Kannur University,Kannur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=MECF%20College%20of%20Teacher%20Education%2C%20Peringathur%2C%20Kannur%20%E2%80%93%20670%20675,False
"Govinda Pai Memorial Government College, Manjeswaram",618,"Govinda Pai Memorial Government College, Manjeswaram, Kasaragod-671 323",Kannur University,Kasaragod,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Govinda%20Pai%20Memorial%20Government%20College%2C%20Manjeswaram%2C%20Kasaragod-671%20323,False
Government College Kasaragod,619,"Government College Kasaragod, Vidya Nagar PO, Kasaragod 671 123",Kannur University,Kasaragod,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%20Kasaragod%2C%20Vidya%20Nagar%20PO%2C%20Kasaragod%20671%20123,False
"EK Nayanar Memorial Government College, Elerithattu",620,"EK Nayanar Memorial Government College, Elerithattu, Nileshwar, Kasaragod-671 314",Kannur University,Kasaragod,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=EK%20Nayanar%20Memorial%20Government%20College%2C%20Elerithattu%2C%20Nileshwar%2C%20Kasaragod-671%20314,False
"Nehru Arts & Science College, Kanhangad",621,"Nehru Arts & Science College, PO Padanekat, Kanhangad, Kasaragod-671 328",Kannur University,Kasaragod,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Nehru%20Arts%20%26%20Science%20College%2C%20PO%20Padanekat%2C%20Kanhangad%2C%20Kasaragod-671%20328,False
"St. Pius X College, Rajapuram",622,"St. Pius X College, Rajapuram, Kanhangad via, Kasaragod-671 532",Kannur University,Kasaragod,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/ymbFF7TmpgNFM7Pd7,False
"College of Applied Science, Pettikundu",623,"College of Applied Science, PO Pettikundu (Cheemeni), Via Cheruvathur, Kasaragod-671 313",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/zyu8uLQXWSmJU9339,False
"Malabar Islamic Complex-Arts & Science College, Mahinabad",624,"Malabar Islamic Complex-Arts & Science College, Mahinabad, Thekkil, Kasargod-671 541",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Malabar%20Islamic%20Complex-Arts%20%26%20Science%20College%2C%20Mahinabad%2C%20Thekkil%2C%20Kasargod-671%20541,False
"Sharaf Arts & Science College, Padanne",625,"Sharaf Arts & Science College, Padanne, Kasaragode-671 312",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/yPywLmbFmhTJrt7o7,False
"Sa-A-Diya Arts & Science College, Koliyadukkam",626,"Sa-A-Diya Arts & Science College, Koliyadukkam, PO Kalanad, Kasargod-671 317",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Sa-A-Diya%20Arts%20%26%20Science%20College%2C%20Koliyadukkam%2C%20PO%20Kalanad%2C%20Kasargod-671%20317,False
"SNDP Yogam Arts & Science College, Perole",627,"SNDP Yogam Arts & Science College, Near FCI, Perole, Nileswar, Kasaragode 671 314",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=SNDP%20Yogam%20Arts%20%26%20Science%20College%2C%20Near%20FCI%2C%20Perole%2C%20Nileswar%2C%20Kasaragode%20671%20314,False
"Dr. Ambedkar Arts & Science College, Sreesailam",628,"Dr. Ambedkar Arts & Science College, Sreesailam, Periya PO, Kasargod-671 316",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Dr.%20Ambedkar%20Arts%20%26%20Science%20College%2C%20Sreesailam%2C%20Periya%20PO%2C%20Kasargod-671%20316,False
"Nalanda College of Arts & Science, Perala",629,"Nalanda College of Arts & Science, PO Perala, Kasargod 671 552",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Nalanda%20College%20of%20Arts%20%26%20Science%2C%20PO%20Perala%2C%20Kasargod%20671%20552,False
"Peoples Co-operative Arts & Science College, Munnad",630,"Peoples Co-operative Arts & Science College, PO Munnad, Chengala Via, Kasaragod-671 541",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/oXidKr3xMvGnZbh56,False
"Khansa Women's College for Advanced Studies, Milekallu",631,"Khansa Women's College for Advanced Studies, Milekallu, Kumbla PO Kasaragod-671 321",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/fE6TTNqFpRZ2tY2V7,False
"College of Applied Science, Manjeswaram",632,"College of Applied Science, Manjeswaram, Kumbala PO, Kasaragod",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/3jXgSELaftWM16317,False
"Model College, Madikkai",633,"Model College, Madikkai, Neeleshwaram, Kasaragod -671 314",Kannur University,Kasaragod,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Model%20College%2C%20Madikkai%2C%20Neeleshwaram%2C%20Kasaragod%20-671%20314,False
"Rahmaniya Arabic College, Padne",634,"Rahmaniya Arabic College, Rahmaniya Nagar, PO Padne, Kasargod-671 312",Kannur University,Kasaragod,Arabic/Oriental Title College,Unaided,https://maps.app.goo.gl/GaE5AXPw6f5GqWqe9,False
"Orphanage Arabic College Kanhangad, Kottachery",635,"Orphanage Arabic College Kanhangad, Kottachery, P.O.Kanhangad, Kasaragod-671 315",Kannur University,Kasaragod,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Orphanage%20Arabic%20College%20Kanhangad%2C%20Kottachery%2C%20P.O.Kanhangad%2C%20Kasaragod-671%20315,False
"Sa-Adiya Arabic College, Deli",636,"Sa-Adiya Arabic College, Deli, PO Kalanad, Kasaragod-671 317",Kannur University,Kasaragod,Arabic/Oriental Title College,Unaided,https://maps.app.goo.gl/19PTvE989PjhDnNS6,False
"Thanbeehul Islam Women  s College, Naimarmoola",637,"Thanbeehul Islam Women  s College, Naimarmoola, Kasaragod 671123",Kannur University,Kasaragod,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Thanbeehul%20Islam%20Women%20%20s%20College%2C%20Naimarmoola%2C%20Kasaragod%20671123,False
"LBS College of Engineering, Povval",638,"LBS College of Engineering, Povval, PO Muliyar, Kasaragod-671542",APJ Abdul Kalam Technological University,Kasaragod,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=LBS%20College%20of%20Engineering%2C%20Povval%2C%20PO%20Muliyar%2C%20Kasaragod-671542,True
"Sadguru Swami Nithyananda Institute of Technology, Kanhangad",639,"Sadguru Swamy Nithyananda Institute of Technology, Kanhangad, Kasaragod 671315",APJ Abdul Kalam Technological University,Kasaragod,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Sadguru%20Swamy%20Nithyananda%20Institute%20of%20Technology%2C%20Kanhangad%2C%20Kasaragod%20671315,False
"Mar Thoma College of Special Education, Badiadka",640,"Mar Thoma College of Special Education, Badiadka, Beejanthadka, Perdala PO, Kasaragod 671551",Kerala University of Health Sciences,Kasaragod,Paramedical & Allied Sciences,Unaided,https://www.google.com/maps/search/?api=1&query=Mar%20Thoma%20College%20of%20Special%20Education%2C%20Badiadka%2C%20Beejanthadka%2C%20Perdala%20PO%2C%20Kasaragod%20671551,False
"PN Panicker Souhruda Ayurveda Medical College, Parakalai",641,"PN Panicker Souhruda Ayurveda Medical College, Parakalai, Anandasram via, Kanhangad, Kasaragod-671531",Kerala University of Health Sciences,Kasaragod,Ayurveda College,Unaided,https://maps.app.goo.gl/asQ4hQRV9xGVCmLs9,False
"Century International Institute of Dental Science and Research Centre, Poinachi",642,"Century International Institute of Dental Science and Research Centre, Poinachi, PO Thekkil, Kasargod 671 541",Kerala University of Health Sciences,Kasaragod,Dental College,Unaided,https://www.google.com/maps/search/?api=1&query=Century%20International%20Institute%20of%20Dental%20Science%20and%20Research%20Centre%2C%20Poinachi%2C%20PO%20Thekkil%2C%20Kasargod%20671%20541,False
"Malik Deenar College of Pharmacy, Seethangoli",643,"Malik Deenar College of Pharmacy, Seethangoli, Bela PO, Kasaragod 671 321",Kerala University of Health Sciences,Kasaragod,Pharmacy College,Unaided,https://maps.app.goo.gl/vvTtZBdfLqveA7Vu5,False
"Rajiv Gandhi Institute of Pharmacy, Meeliyat",644,"Rajiv Gandhi Institute of Pharmacy, Meeliyat, Trikaripur, Kasaragod 670 310",Kerala University of Health Sciences,Kasaragod,Pharmacy College,Unaided,https://www.google.com/maps/search/?api=1&query=Rajiv%20Gandhi%20Institute%20of%20Pharmacy%2C%20Meeliyat%2C%20Trikaripur%2C%20Kasaragod%20670%20310,False
"Malik Deenar College of Nursing, Thalangara",645,"Malik Deenar College of Nursing, Thalangara, Kasargod-671 321",Kerala University of Health Sciences,Kasaragod,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=Malik%20Deenar%20College%20of%20Nursing%2C%20Thalangara%2C%20Kasargod-671%20321,False
"SI-MET College of Nursing, Uduma",646,"SI-MET College of Nursing, Uduma, Kasaragod 671319",Kerala University of Health Sciences,Kasaragod,Nursing College,Aided,https://www.google.com/maps/search/?api=1&query=SI-MET%20College%20of%20Nursing%2C%20Uduma%2C%20Kasaragod%20671319,False
"Dr. Ambedkar College of Education, Sreesailam, Periye",647,"Dr. Ambedkar College of Education, Sreesailam, Periye, Periye PO, Kasaragod 671316",Kannur University,Kasaragod,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Dr.%20Ambedkar%20College%20of%20Education%2C%20Sreesailam%2C%20Periye%2C%20Periye%20PO%2C%20Kasaragod%20671316,False
"Zainab Memorial BEd Centre, Chengala",648,"Zainab Memorial BEd Centre, Cherkala North, Chengala PO, Kasaragod",Kannur University,Kasaragod,Training College,Unaided,https://maps.app.goo.gl/wpxzuk9qHSDWSvjp8,False
"Mahatma College of Education, Pandikot",649,"Mahatma College of Education, Pandikot, Nileswar, Kasaragod 671314",Kannur University,Kasaragod,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Mahatma%20College%20of%20Education%2C%20Pandikot%2C%20Nileswar%2C%20Kasaragod%20671314,False
"People Institute of Management Studies, Munnad",650,"People Institute of Management Studies, EMS Akshara Gramam, Munnad (PO) Chengala(Via) Kasaragod 671541",Kannur University,Kasaragod,Engineering/Technical College,Unaided,https://maps.app.goo.gl/BZvKkADU7dRQXjBc9,False
"Malik Deenar Institute of Management Studies, Seethangoli",651,"Malik Deenar Institute of Management Studies, Seethangoli, Bela Village, Kasaragod - 671321",Kannur University,Kasaragod,Engineering/Technical College,Unaided,https://maps.app.goo.gl/E8jAFrT19SG11i929,False
"Government College, Mananthavady",652,"Government College, Mananthavady, PO Nalloornad, Waynad-670 645",Kannur University,Wayanad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/4ck7cDbKAZAxjSEM7,False
"Mary Matha Arts & Science College, Vemom",653,"Mary Matha Arts & Science College, PO Vemom, Mananthavady, Wayanad-670 645",Kannur University,Wayanad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/Z6HgoLx3DxB75BASA,False
"PKKM College of Applied Science, Mananthavady",654,"PKKM College of Applied Science, Mananthavady, Wayanad 670 645",Kannur University,Wayanad,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/WfYM54jfGEUscyFq5,False
"Government College of Engineering, Thalappuzha",655,"Government College of Engineering, PO Thalappuzha, Mananthavady, Wayanad 670 644",Kannur University,Wayanad,Engineering/Technical College,Aided,https://maps.app.goo.gl/Ttjh5kRyBajn5N8v8,True
"Government College for Women, Vazhuthacaud",656,"Government College for Women,Vazhuthacaud, Thiruvananthapuram",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%20for%20Women%2CVazhuthacaud%2C%20Thiruvananthapuram,False
"Government Arts College, Thycaud",657,"Government Arts College, Thycaud, Thiruvananthapuram  695 014",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Arts%20College%2C%20Thycaud%2C%20Thiruvananthapuram%20%E2%80%93695%20014,False
"University College, Thiruvananthapuram",658,"University College, Thiruvananthapuram 695034",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=University%20College%2C%20Thiruvananthapuram%20695034,False
"Government College, Kariavatttom",659,"Government College, Kariavatttom, Thiruvananthapuram695589",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Kariavatttom%2C%20Thiruvananthapuram695589,False
"Government Sanskrit College, Thiruvananthapuram",660,"Government Sanskrit College, Thiruvananthapuram",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Sanskrit%20College%2C%20Thiruvananthapuram,False
"Government College, Attingal",661,"Government College, Attingal, Thiruvananthapuram",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Attingal%2C%20Thiruvananthapuram,False
"Government College, Nedumangad",662,"Government College, Aakkottupara, Nedumangad, Thiruvananthapuram 695541",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Aakkottupara%2C%20Nedumangad%2C%20Thiruvananthapuram%20695541,False
"KNM Government Arts & Science College, Kanjiramkulam",663,"KNM Government Arts & Science College, Kanjiramkulam,Thiruvananthapuram",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=KNM%20Government%20Arts%20%26%20Science%20College%2C%20Kanjiramkulam%2CThiruvananthapuram,False
"All Saints   College, Thiruvananthapuram",664,"All Saints   College, Thiruvananthapuram 695 007",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/7NhRSGRSpoaQ5U4V9,False
"HH Maharani Sethu Parvathi NSS College for Women, Neearamankara",665,"HH Maharani Sethu Parvathi NSS College for Women, Neearamankara, Thiruvananthapuram 695040",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=HH%20Maharani%20Sethu%20Parvathi%20NSS%20College%20for%20Women%2C%20Neearamankara%2C%20Thiruvananthapuram%20695040,False
"Mahatma Gandhi College, Kesavadasapuram",666,"Mahatma Gandhi College, Kesavadasapuram, Thiruvananthapuram 695004",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Mahatma%20Gandhi%20College%2C%20Kesavadasapuram%2C%20Thiruvananthapuram%20695004,False
"Mar Ivanios College, Nalanchira",667,"Mar Ivanios College, Nalanchira, Thiruvananthapuram 695015",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Mar%20Ivanios%20College%2C%20Nalanchira%2C%20Thiruvananthapuram%20695015,False
"SN College, Sivagiri",668,"SN College, Sivagiri, Varkala, Thiruvananthapuram",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=SN%20College%2C%20Sivagiri%2C%20Varkala%2C%20Thiruvananthapuram,False
"SN College, Chempazhanthi",669,"SN College, Chempazhanthi, Thiruvananthapuram 695587",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/iLBUJY6MjrDhNPXE8,False
"VTM NSS College, Dhanuvachapuram",670,"VTM NSS College, Dhanuvachapuram, Thiruvananthapuram 695503",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=VTM%20NSS%20College%2C%20Dhanuvachapuram%2C%20Thiruvananthapuram%20695503,False
"St.Xavier`s College, Thumba",671,"St.Xavier`s College, Thumba, Thiruvananthapuram 695586",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.Xavier%60s%20College%2C%20Thumba%2C%20Thiruvananthapuram%20695586,False
"Christian College, Kattakada",672,"Christian College, Kattakada , Thiruvananthapuram 695572",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Christian%20College%2C%20Kattakada%20%2C%20Thiruvananthapuram%20695572,False
"Iqbal College, Peringammala",673,"Iqbal College, Peringammala, Thiruvananthapuram 695563",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/eNdx5bXAbAe6Df1a7,False
"Mannaniya College of Arts & Science, Pangode",674,"Mannaniya College of Arts & Science, Pangode, Kallara, Thiruvananthapuram 695609",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Mannaniya%20College%20of%20Arts%20%26%20Science%2C%20Pangode%2C%20Kallara%2C%20Thiruvananthapuram%20695609,False
"Loyola College of Social Sciences, Sreekariyam",675,"Loyola College of Social Sciences, Sreekariyam, Thiruvananthapuram 695017",Kerala University,Thiruvananthapuram,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Loyola%20College%20of%20Social%20Sciences%2C%20Sreekariyam%2C%20Thiruvananthapuram%20695017,False
"Baby John Memorial Government College, Chavara",676,"Baby John Memorial Government College,Chavara, Kollam",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Baby%20John%20Memorial%20Government%20College%2CChavara%2C%20Kollam,False
"FMN College, Kollam",677,"FMN College, PB No 511, Kollam 691001",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/k7V5WiVit9HGC2tBA,False
"Devaswom Board College, Sasthamcottah",678,"Devaswom Board College, Sasthamcottah, Kollam 690521",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Devaswom%20Board%20College%2C%20Sasthamcottah%2C%20Kollam%20690521,False
"TKM College of Arts & Science, Kollam",679,"TKM College of Arts & Science, Kollam 691005",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=TKM%20College%20of%20Arts%20%26%20Science%2C%20Kollam%20691005,False
"St. Gregorios College, Kottarakara",680,"St. Gregorios College, Kottarakara, Kollam",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Gregorios%20College%2C%20Kottarakara%2C%20Kollam,False
"St. Stephen`s College, Pathanapuram",681,"St. Stephen`s College, Pathanapuram, Kollam",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Stephen%60s%20College%2C%20Pathanapuram%2C%20Kollam,False
"NSS College, Nilamel",682,"NSS College, Nilamel, Kollam",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=NSS%20College%2C%20Nilamel%2C%20Kollam,False
"SN College for Women, Kollam",683,"SN College for Women, Kollam 691001",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=SN%20College%20for%20Women%2C%20Kollam%20691001,False
"Sree Narayana College, Kollam",684,"Sree Narayana College, Kollam 691001",Kerala University,Kollam,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20College%2C%20Kollam%20691001,False
